Ana_Deger_Kodu,Ana_Deger_Adi,Ana_Deger_Aciklamasi,Alt_Deger_Kodu,Alt_Deger_Adi,Davranis_Gostergesi_Kodu,Davranis_Gostergesi_Aciklamasi,Ogretim_Yontemleri
D15,SEVGİ,"Ailesine, dostlarına ve ülkesine karşı vefalı, dürüst, sadık ve özverili olmayı; barışçıl bakış açısına sahip olmayı; misafirperverliği, doğaya ve bütün canlılara karşı merhametli davranmayı kapsar.",D15.3,Sadakatli olmak,D15.3.2,Her canlının/nesnenin sevilmeye değer yönleri olduğunu keşfeder.,"Davranış değiştirme, Gözlem yoluyla öğrenme, Değer belirginleştirme, Değer analizi yaklaşımı, Ahlaki muhakeme/ikilem, Eylem öğrenme, Karakter eğitimi, Tartışma, Soru cevap, Rol oynama, Drama, Örnek olay, Gezi gözlem, İş birlikli öğrenme, Yaparak yaşayarak öğrenme, Eğitsel oyun, Görsel film yorumlama, Proje tabanlı öğrenme"
D15,SEVGİ,"Ailesine, dostlarına ve ülkesine karşı vefalı, dürüst, sadık ve özverili olmayı; barışçıl bakış açısına sahip olmayı; misafirperverliği, doğaya ve bütün canlılara karşı merhametli davranmayı kapsar.",D15.4,Özverili olmak,D15.4.1,Sevgiyi ifade etmenin farklı yolları olduğunu bilir.,"Davranış değiştirme, Gözlem yoluyla öğrenme, Değer belirginleştirme, Değer analizi yaklaşımı, Ahlaki muhakeme/ikilem, Eylem öğrenme, Karakter eğitimi, Tartışma, Soru cevap, Rol oynama, Drama, Örnek olay, Gezi gözlem, İş birlikli öğrenme, Yaparak yaşayarak öğrenme, Eğitsel oyun, Görsel film yorumlama, Proje tabanlı öğrenme"
D15,SEVGİ,"Ailesine, dostlarına ve ülkesine karşı vefalı, dürüst, sadık ve özverili olmayı; barışçıl bakış açısına sahip olmayı; misafirperverliği, doğaya ve bütün canlılara karşı merhametli davranmayı kapsar.",D15.4,Özverili olmak,D15.4.2,Sevgisini sözel olarak ifade eder.,"Davranış değiştirme, Gözlem yoluyla öğrenme, Değer belirginleştirme, Değer analizi yaklaşımı, Ahlaki muhakeme/ikilem, Eylem öğrenme, Karakter eğitimi, Tartışma, Soru cevap, Rol oynama, Drama, Örnek olay, Gezi gözlem, İş birlikli öğrenme, Yaparak yaşayarak öğrenme, Eğitsel oyun, Görsel film yorumlama, Proje tabanlı öğrenme"
D15,SEVGİ,"Ailesine, dostlarına ve ülkesine karşı vefalı, dürüst, sadık ve özverili olmayı; barışçıl bakış açısına sahip olmayı; misafirperverliği, doğaya ve bütün canlılara karşı merhametli davranmayı kapsar.",D15.4,Özverili olmak,D15.4.3,Sevgisini çeşitli yollarla gösterir.,"Davranış değiştirme, Gözlem yoluyla öğrenme, Değer belirginleştirme, Değer analizi yaklaşımı, Ahlaki muhakeme/ikilem, Eylem öğrenme, Karakter eğitimi, Tartışma, Soru cevap, Rol oynama, Drama, Örnek olay, Gezi gözlem, İş birlikli öğrenme, Yaparak yaşayarak öğrenme, Eğitsel oyun, Görsel film yorumlama, Proje tabanlı öğrenme"
D15,SEVGİ,"Ailesine, dostlarına ve ülkesine karşı vefalı, dürüst, sadık ve özverili olmayı; barışçıl bakış açısına sahip olmayı; misafirperverliği, doğaya ve bütün canlılara karşı merhametli davranmayı kapsar.",D15.4,Özverili olmak,D15.4.4,Sevdiği şeye/kişiye karşı sorumlu davranışlar sergiler.,"Davranış değiştirme, Gözlem yoluyla öğrenme, Değer belirginleştirme, Değer analizi yaklaşımı, Ahlaki muhakeme/ikilem, Eylem öğrenme, Karakter eğitimi, Tartışma, Soru cevap, Rol oynama, Drama, Örnek olay, Gezi gözlem, İş birlikli öğrenme, Yaparak yaşayarak öğrenme, Eğitsel oyun, Görsel film yorumlama, Proje tabanlı öğrenme"
D15,SEVGİ,"Ailesine, dostlarına ve ülkesine karşı vefalı, dürüst, sadık ve özverili olmayı; barışçıl bakış açısına sahip olmayı; misafirperverliği, doğaya ve bütün canlılara karşı merhametli davranmayı kapsar.",D15.4,Özverili olmak,D15.4.5,Aile büyüklerinin ilgi ve bakım ihtiyacını önemser.,"Davranış değiştirme, Gözlem yoluyla öğrenme, Değer belirginleştirme, Değer analizi yaklaşımı, Ahlaki muhakeme/ikilem, Eylem öğrenme, Karakter eğitimi, Tartışma, Soru cevap, Rol oynama, Drama, Örnek olay, Gezi gözlem, İş birlikli öğrenme, Yaparak yaşayarak öğrenme, Eğitsel oyun, Görsel film yorumlama, Proje tabanlı öğrenme"
D15,SEVGİ,"Ailesine, dostlarına ve ülkesine karşı vefalı, dürüst, sadık ve özverili olmayı; barışçıl bakış açısına sahip olmayı; misafirperverliği, doğaya ve bütün canlılara karşı merhametli davranmayı kapsar.",D15.4,Özverili olmak,D15.4.6,Sevginin gerektiğinde fedakârlığa ihtiyaç duyduğunu bilir.,"Davranış değiştirme, Gözlem yoluyla öğrenme, Değer belirginleştirme, Değer analizi yaklaşımı, Ahlaki muhakeme/ikilem, Eylem öğrenme, Karakter eğitimi, Tartışma, Soru cevap, Rol oynama, Drama, Örnek olay, Gezi gözlem, İş birlikli öğrenme, Yaparak yaşayarak öğrenme, Eğitsel oyun, Görsel film yorumlama, Proje tabanlı öğrenme"
D15,SEVGİ,"Ailesine, dostlarına ve ülkesine karşı vefalı, dürüst, sadık ve özverili olmayı; barışçıl bakış açısına sahip olmayı; misafirperverliği, doğaya ve bütün canlılara karşı merhametli davranmayı kapsar.",D15.5,Misafirperverlik,D15.5.1,Misafirlerine güler yüzlü ve nazik davranır.,"Davranış değiştirme, Gözlem yoluyla öğrenme, Değer belirginleştirme, Değer analizi yaklaşımı, Ahlaki muhakeme/ikilem, Eylem öğrenme, Karakter eğitimi, Tartışma, Soru cevap, Rol oynama, Drama, Örnek olay, Gezi gözlem, İş birlikli öğrenme, Yaparak yaşayarak öğrenme, Eğitsel oyun, Görsel film yorumlama, Proje tabanlı öğrenme"
D15,SEVGİ,"Ailesine, dostlarına ve ülkesine karşı vefalı, dürüst, sadık ve özverili olmayı; barışçıl bakış açısına sahip olmayı; misafirperverliği, doğaya ve bütün canlılara karşı merhametli davranmayı kapsar.",D15.5,Misafirperverlik,D15.5.2,Ülkesindeki turist göçmen mülteci sığınmacı gibi diğer ülke vatandaşlarına konuksever davranır.,"Davranış değiştirme, Gözlem yoluyla öğrenme, Değer belirginleştirme, Değer analizi yaklaşımı, Ahlaki muhakeme/ikilem, Eylem öğrenme, Karakter eğitimi, Tartışma, Soru cevap, Rol oynama, Drama, Örnek olay, Gezi gözlem, İş birlikli öğrenme, Yaparak yaşayarak öğrenme, Eğitsel oyun, Görsel film yorumlama, Proje tabanlı öğrenme"
D15,SEVGİ,"Ailesine, dostlarına ve ülkesine karşı vefalı, dürüst, sadık ve özverili olmayı; barışçıl bakış açısına sahip olmayı; misafirperverliği, doğaya ve bütün canlılara karşı merhametli davranmayı kapsar.",D15.5,Misafirperverlik,D15.5.3,Misafirlerine elindeki imkânlar doğrultusunda ikramda bulunur.,"Davranış değiştirme, Gözlem yoluyla öğrenme, Değer belirginleştirme, Değer analizi yaklaşımı, Ahlaki muhakeme/ikilem, Eylem öğrenme, Karakter eğitimi, Tartışma, Soru cevap, Rol oynama, Drama, Örnek olay, Gezi gözlem, İş birlikli öğrenme, Yaparak yaşayarak öğrenme, Eğitsel oyun, Görsel film yorumlama, Proje tabanlı öğrenme"
D16,SORUMLULUK,"Kendisine ve çevresine karşı görevlerini tam ve zamanında yerine getirmeyi; duygu, düşünce ve eylemlerinin sonucunu kabul etmeyi kapsar.",D16.1,Kendine karşı görevlerini yerine getirmek,D16.1.1,Kararlarını çevresiyle fikir alışverişi yaparak kendisi alır.,"Davranış değiştirme, Gözlem yoluyla öğrenme, Değer belirginleştirme, Değer analizi yaklaşımı, Ahlaki muhakeme/ikilem, Eylem öğrenme, Karakter eğitimi, Tartışma, Soru cevap, Rol oynama, Drama, Örnek olay, Gezi gözlem, İş birlikli öğrenme, Yaparak yaşayarak öğrenme, Eğitsel oyun, Görsel film yorumlama, Proje tabanlı öğrenme"
D16,SORUMLULUK,"Kendisine ve çevresine karşı görevlerini tam ve zamanında yerine getirmeyi; duygu, düşünce ve eylemlerinin sonucunu kabul etmeyi kapsar.",D16.1,Kendine karşı görevlerini yerine getirmek,D16.1.2,Öz bakımını doğru biçimde ve zamanında yapar.,"Davranış değiştirme, Gözlem yoluyla öğrenme, Değer belirginleştirme, Değer analizi yaklaşımı, Ahlaki muhakeme/ikilem, Eylem öğrenme, Karakter eğitimi, Tartışma, Soru cevap, Rol oynama, Drama, Örnek olay, Gezi gözlem, İş birlikli öğrenme, Yaparak yaşayarak öğrenme, Eğitsel oyun, Görsel film yorumlama, Proje tabanlı öğrenme"
D16,SORUMLULUK,"Kendisine ve çevresine karşı görevlerini tam ve zamanında yerine getirmeyi; duygu, düşünce ve eylemlerinin sonucunu kabul etmeyi kapsar.",D16.1,Kendine karşı görevlerini yerine getirmek,D16.1.3,Güvenliğini tehlikeye sokacak davranışlardan kaçınır.,"Davranış değiştirme, Gözlem yoluyla öğrenme, Değer belirginleştirme, Değer analizi yaklaşımı, Ahlaki muhakeme/ikilem, Eylem öğrenme, Karakter eğitimi, Tartışma, Soru cevap, Rol oynama, Drama, Örnek olay, Gezi gözlem, İş birlikli öğrenme, Yaparak yaşayarak öğrenme, Eğitsel oyun, Görsel film yorumlama, Proje tabanlı öğrenme"
D16,SORUMLULUK,"Kendisine ve çevresine karşı görevlerini tam ve zamanında yerine getirmeyi; duygu, düşünce ve eylemlerinin sonucunu kabul etmeyi kapsar.",D16.1,Kendine karşı görevlerini yerine getirmek,D16.1.4,Verdiği kararların sorumluluğunu alır.,"Davranış değiştirme, Gözlem yoluyla öğrenme, Değer belirginleştirme, Değer analizi yaklaşımı, Ahlaki muhakeme/ikilem, Eylem öğrenme, Karakter eğitimi, Tartışma, Soru cevap, Rol oynama, Drama, Örnek olay, Gezi gözlem, İş birlikli öğrenme, Yaparak yaşayarak öğrenme, Eğitsel oyun, Görsel film yorumlama, Proje tabanlı öğrenme"
D16,SORUMLULUK,"Kendisine ve çevresine karşı görevlerini tam ve zamanında yerine getirmeyi; duygu, düşünce ve eylemlerinin sonucunu kabul etmeyi kapsar.",D16.2,Topluma karşı görevlerini yerine getirmek,D16.2.1,Toplumsal yardımlaşma ve dayanışma için düzenlenen etkinliklere katılır.,"Davranış değiştirme, Gözlem yoluyla öğrenme, Değer belirginleştirme, Değer analizi yaklaşımı, Ahlaki muhakeme/ikilem, Eylem öğrenme, Karakter eğitimi, Tartışma, Soru cevap, Rol oynama, Drama, Örnek olay, Gezi gözlem, İş birlikli öğrenme, Yaparak yaşayarak öğrenme, Eğitsel oyun, Görsel film yorumlama, Proje tabanlı öğrenme"
D16,SORUMLULUK,"Kendisine ve çevresine karşı görevlerini tam ve zamanında yerine getirmeyi; duygu, düşünce ve eylemlerinin sonucunu kabul etmeyi kapsar.",D16.2,Topluma karşı görevlerini yerine getirmek,D16.2.2,Kamu malları ve ortak yaşam alanlarını özenli ve temiz kullanır.,"Davranış değiştirme, Gözlem yoluyla öğrenme, Değer belirginleştirme, Değer analizi yaklaşımı, Ahlaki muhakeme/ikilem, Eylem öğrenme, Karakter eğitimi, Tartışma, Soru cevap, Rol oynama, Drama, Örnek olay, Gezi gözlem, İş birlikli öğrenme, Yaparak yaşayarak öğrenme, Eğitsel oyun, Görsel film yorumlama, Proje tabanlı öğrenme"
D16,SORUMLULUK,"Kendisine ve çevresine karşı görevlerini tam ve zamanında yerine getirmeyi; duygu, düşünce ve eylemlerinin sonucunu kabul etmeyi kapsar.",D16.2,Topluma karşı görevlerini yerine getirmek,D16.2.3,Ülkede yaşanan olağanüstü durumlarda (salgın afet vb.) yardımlaşma ve dayanışma faaliyetlerine katılır.,"Davranış değiştirme, Gözlem yoluyla öğrenme, Değer belirginleştirme, Değer analizi yaklaşımı, Ahlaki muhakeme/ikilem, Eylem öğrenme, Karakter eğitimi, Tartışma, Soru cevap, Rol oynama, Drama, Örnek olay, Gezi gözlem, İş birlikli öğrenme, Yaparak yaşayarak öğrenme, Eğitsel oyun, Görsel film yorumlama, Proje tabanlı öğrenme"
D16,SORUMLULUK,"Kendisine ve çevresine karşı görevlerini tam ve zamanında yerine getirmeyi; duygu, düşünce ve eylemlerinin sonucunu kabul etmeyi kapsar.",D16.2,Topluma karşı görevlerini yerine getirmek,D16.2.4,Toplumun millî ve manevi değerlerini koruyup yaşatmaya istekli olur.,"Davranış değiştirme, Gözlem yoluyla öğrenme, Değer belirginleştirme, Değer analizi yaklaşımı, Ahlaki muhakeme/ikilem, Eylem öğrenme, Karakter eğitimi, Tartışma, Soru cevap, Rol oynama, Drama, Örnek olay, Gezi gözlem, İş birlikli öğrenme, Yaparak yaşayarak öğrenme, Eğitsel oyun, Görsel film yorumlama, Proje tabanlı öğrenme"
D16,SORUMLULUK,"Kendisine ve çevresine karşı görevlerini tam ve zamanında yerine getirmeyi; duygu, düşünce ve eylemlerinin sonucunu kabul etmeyi kapsar.",D16.2,Topluma karşı görevlerini yerine getirmek,D16.2.5,Toplumsal hayatı düzenleyen kurallara uygun hareket eder.,"Davranış değiştirme, Gözlem yoluyla öğrenme, Değer belirginleştirme, Değer analizi yaklaşımı, Ahlaki muhakeme/ikilem, Eylem öğrenme, Karakter eğitimi, Tartışma, Soru cevap, Rol oynama, Drama, Örnek olay, Gezi gözlem, İş birlikli öğrenme, Yaparak yaşayarak öğrenme, Eğitsel oyun, Görsel film yorumlama, Proje tabanlı öğrenme"
D16,SORUMLULUK,"Kendisine ve çevresine karşı görevlerini tam ve zamanında yerine getirmeyi; duygu, düşünce ve eylemlerinin sonucunu kabul etmeyi kapsar.",D16.3,Görev bilincine sahip olmak,D16.3.1,Görevlerini zamanında ve eksiksiz yerine getirmeye özen gösterir.,"Davranış değiştirme, Gözlem yoluyla öğrenme, Değer belirginleştirme, Değer analizi yaklaşımı, Ahlaki muhakeme/ikilem, Eylem öğrenme, Karakter eğitimi, Tartışma, Soru cevap, Rol oynama, Drama, Örnek olay, Gezi gözlem, İş birlikli öğrenme, Yaparak yaşayarak öğrenme, Eğitsel oyun, Görsel film yorumlama, Proje tabanlı öğrenme"
D16,SORUMLULUK,"Kendisine ve çevresine karşı görevlerini tam ve zamanında yerine getirmeyi; duygu, düşünce ve eylemlerinin sonucunu kabul etmeyi kapsar.",D16.3,Görev bilincine sahip olmak,D16.3.2,Duygu düşünce ve davranışlarından sorumlu olduğunu kabul eder.,"Davranış değiştirme, Gözlem yoluyla öğrenme, Değer belirginleştirme, Değer analizi yaklaşımı, Ahlaki muhakeme/ikilem, Eylem öğrenme, Karakter eğitimi, Tartışma, Soru cevap, Rol oynama, Drama, Örnek olay, Gezi gözlem, İş birlikli öğrenme, Yaparak yaşayarak öğrenme, Eğitsel oyun, Görsel film yorumlama, Proje tabanlı öğrenme"
D16,SORUMLULUK,"Kendisine ve çevresine karşı görevlerini tam ve zamanında yerine getirmeyi; duygu, düşünce ve eylemlerinin sonucunu kabul etmeyi kapsar.",D16.3,Görev bilincine sahip olmak,D16.3.3,Yanlış karar ve davranışlarının telafisi için çaba gösterir.,"Davranış değiştirme, Gözlem yoluyla öğrenme, Değer belirginleştirme, Değer analizi yaklaşımı, Ahlaki muhakeme/ikilem, Eylem öğrenme, Karakter eğitimi, Tartışma, Soru cevap, Rol oynama, Drama, Örnek olay, Gezi gözlem, İş birlikli öğrenme, Yaparak yaşayarak öğrenme, Eğitsel oyun, Görsel film yorumlama, Proje tabanlı öğrenme"
D17,TASARRUF,"Maddi kaynakları planlı ve kontrollü harcamayı, israftan kaçınmayı, tutumlu olmayı, birikim yapmayı, sahip olduklarının değerini bilmeyi ve bilinçli tüketici olmayı kapsar.",D17.1,Bilinçli tüketici olmak,D17.1.1,Harcamalarında fiş ya da fatura alındığını fark eder.,"Davranış değiştirme, Gözlem yoluyla öğrenme, Değer belirginleştirme, Değer analizi yaklaşımı, Ahlaki muhakeme/ikilem, Eylem öğrenme, Karakter eğitimi, Tartışma, Soru cevap, Rol oynama, Drama, Örnek olay, Gezi gözlem, İş birlikli öğrenme, Yaparak yaşayarak öğrenme, Eğitsel oyun, Görsel film yorumlama, Proje tabanlı öğrenme"
D17,TASARRUF,"Maddi kaynakları planlı ve kontrollü harcamayı, israftan kaçınmayı, tutumlu olmayı, birikim yapmayı, sahip olduklarının değerini bilmeyi ve bilinçli tüketici olmayı kapsar.",D17.1,Bilinçli tüketici olmak,D17.1.2,Satın alacağı ürünleri belirlerken ihtiyaçlarına öncelik verilmesi gerektiğini bilir.,"Davranış değiştirme, Gözlem yoluyla öğrenme, Değer belirginleştirme, Değer analizi yaklaşımı, Ahlaki muhakeme/ikilem, Eylem öğrenme, Karakter eğitimi, Tartışma, Soru cevap, Rol oynama, Drama, Örnek olay, Gezi gözlem, İş birlikli öğrenme, Yaparak yaşayarak öğrenme, Eğitsel oyun, Görsel film yorumlama, Proje tabanlı öğrenme"
D17,TASARRUF,"Maddi kaynakları planlı ve kontrollü harcamayı, israftan kaçınmayı, tutumlu olmayı, birikim yapmayı, sahip olduklarının değerini bilmeyi ve bilinçli tüketici olmayı kapsar.",D17.1,Bilinçli tüketici olmak,D17.1.3,Yerli ve sürdürülebilirliğe katkısı olan ürünlerin tercih edilmesi gerektiğini bilir.,"Davranış değiştirme, Gözlem yoluyla öğrenme, Değer belirginleştirme, Değer analizi yaklaşımı, Ahlaki muhakeme/ikilem, Eylem öğrenme, Karakter eğitimi, Tartışma, Soru cevap, Rol oynama, Drama, Örnek olay, Gezi gözlem, İş birlikli öğrenme, Yaparak yaşayarak öğrenme, Eğitsel oyun, Görsel film yorumlama, Proje tabanlı öğrenme"
D17,TASARRUF,"Maddi kaynakları planlı ve kontrollü harcamayı, israftan kaçınmayı, tutumlu olmayı, birikim yapmayı, sahip olduklarının değerini bilmeyi ve bilinçli tüketici olmayı kapsar.",D17.1,Bilinçli tüketici olmak,D17.1.4,İsrafın zararlarını fark eder.,"Davranış değiştirme, Gözlem yoluyla öğrenme, Değer belirginleştirme, Değer analizi yaklaşımı, Ahlaki muhakeme/ikilem, Eylem öğrenme, Karakter eğitimi, Tartışma, Soru cevap, Rol oynama, Drama, Örnek olay, Gezi gözlem, İş birlikli öğrenme, Yaparak yaşayarak öğrenme, Eğitsel oyun, Görsel film yorumlama, Proje tabanlı öğrenme"
D17,TASARRUF,"Maddi kaynakları planlı ve kontrollü harcamayı, israftan kaçınmayı, tutumlu olmayı, birikim yapmayı, sahip olduklarının değerini bilmeyi ve bilinçli tüketici olmayı kapsar.",D17.2,İsraftan kaçınmak,D17.2.1,Gıda israfını önlemeye yönelik yapılan çalışmalara katılır.,"Davranış değiştirme, Gözlem yoluyla öğrenme, Değer belirginleştirme, Değer analizi yaklaşımı, Ahlaki muhakeme/ikilem, Eylem öğrenme, Karakter eğitimi, Tartışma, Soru cevap, Rol oynama, Drama, Örnek olay, Gezi gözlem, İş birlikli öğrenme, Yaparak yaşayarak öğrenme, Eğitsel oyun, Görsel film yorumlama, Proje tabanlı öğrenme"
D17,TASARRUF,"Maddi kaynakları planlı ve kontrollü harcamayı, israftan kaçınmayı, tutumlu olmayı, birikim yapmayı, sahip olduklarının değerini bilmeyi ve bilinçli tüketici olmayı kapsar.",D17.2,İsraftan kaçınmak,D17.2.2,Zamanı verimli kullanmak için planlama yapar.,"Davranış değiştirme, Gözlem yoluyla öğrenme, Değer belirginleştirme, Değer analizi yaklaşımı, Ahlaki muhakeme/ikilem, Eylem öğrenme, Karakter eğitimi, Tartışma, Soru cevap, Rol oynama, Drama, Örnek olay, Gezi gözlem, İş birlikli öğrenme, Yaparak yaşayarak öğrenme, Eğitsel oyun, Görsel film yorumlama, Proje tabanlı öğrenme"
D17,TASARRUF,"Maddi kaynakları planlı ve kontrollü harcamayı, israftan kaçınmayı, tutumlu olmayı, birikim yapmayı, sahip olduklarının değerini bilmeyi ve bilinçli tüketici olmayı kapsar.",D17.2,İsraftan kaçınmak,D17.2.3,Enerji tasarrufuna yönelik planları uygular.,"Davranış değiştirme, Gözlem yoluyla öğrenme, Değer belirginleştirme, Değer analizi yaklaşımı, Ahlaki muhakeme/ikilem, Eylem öğrenme, Karakter eğitimi, Tartışma, Soru cevap, Rol oynama, Drama, Örnek olay, Gezi gözlem, İş birlikli öğrenme, Yaparak yaşayarak öğrenme, Eğitsel oyun, Görsel film yorumlama, Proje tabanlı öğrenme"
D17,TASARRUF,"Maddi kaynakları planlı ve kontrollü harcamayı, israftan kaçınmayı, tutumlu olmayı, birikim yapmayı, sahip olduklarının değerini bilmeyi ve bilinçli tüketici olmayı kapsar.",D17.3,Sahip olduklarının değerini bilmek,D17.3.1,Sahip olduklarını en verimli şekilde kullanmanın yollarını araştırır.,"Davranış değiştirme, Gözlem yoluyla öğrenme, Değer belirginleştirme, Değer analizi yaklaşımı, Ahlaki muhakeme/ikilem, Eylem öğrenme, Karakter eğitimi, Tartışma, Soru cevap, Rol oynama, Drama, Örnek olay, Gezi gözlem, İş birlikli öğrenme, Yaparak yaşayarak öğrenme, Eğitsel oyun, Görsel film yorumlama, Proje tabanlı öğrenme"
D17,TASARRUF,"Maddi kaynakları planlı ve kontrollü harcamayı, israftan kaçınmayı, tutumlu olmayı, birikim yapmayı, sahip olduklarının değerini bilmeyi ve bilinçli tüketici olmayı kapsar.",D17.3,Sahip olduklarının değerini bilmek,D17.3.2,Kullanım ömrünü tamamlamış ürünleri dönüştürür.,"Davranış değiştirme, Gözlem yoluyla öğrenme, Değer belirginleştirme, Değer analizi yaklaşımı, Ahlaki muhakeme/ikilem, Eylem öğrenme, Karakter eğitimi, Tartışma, Soru cevap, Rol oynama, Drama, Örnek olay, Gezi gözlem, İş birlikli öğrenme, Yaparak yaşayarak öğrenme, Eğitsel oyun, Görsel film yorumlama, Proje tabanlı öğrenme"
D17,TASARRUF,"Maddi kaynakları planlı ve kontrollü harcamayı, israftan kaçınmayı, tutumlu olmayı, birikim yapmayı, sahip olduklarının değerini bilmeyi ve bilinçli tüketici olmayı kapsar.",D17.3,Sahip olduklarının değerini bilmek,D17.3.3,Sahip olduğu eşyalardaki emeği fark eder.,"Davranış değiştirme, Gözlem yoluyla öğrenme, Değer belirginleştirme, Değer analizi yaklaşımı, Ahlaki muhakeme/ikilem, Eylem öğrenme, Karakter eğitimi, Tartışma, Soru cevap, Rol oynama, Drama, Örnek olay, Gezi gözlem, İş birlikli öğrenme, Yaparak yaşayarak öğrenme, Eğitsel oyun, Görsel film yorumlama, Proje tabanlı öğrenme"
D17,TASARRUF,"Maddi kaynakları planlı ve kontrollü harcamayı, israftan kaçınmayı, tutumlu olmayı, birikim yapmayı, sahip olduklarının değerini bilmeyi ve bilinçli tüketici olmayı kapsar.",D17.3,Sahip olduklarının değerini bilmek,D17.3.4,Sahip olduğu eşyaları özenli kullanır.,"Davranış değiştirme, Gözlem yoluyla öğrenme, Değer belirginleştirme, Değer analizi yaklaşımı, Ahlaki muhakeme/ikilem, Eylem öğrenme, Karakter eğitimi, Tartışma, Soru cevap, Rol oynama, Drama, Örnek olay, Gezi gözlem, İş birlikli öğrenme, Yaparak yaşayarak öğrenme, Eğitsel oyun, Görsel film yorumlama, Proje tabanlı öğrenme"
D18,TEMİZLİK,"Kişisel temizlik ve bakıma dikkat ederek kendisine ve topluma saygı duymayı, yaşadığı ortamın ve çevrenin temizliğine önem vererek toplumdaki genel yaşam kalitesine ve sürdürülebilirliğe katkıda bulunmayı kapsar.",D18.1,Kişisel temizlik ve bakımına önem vermek,D18.1.1,Kişisel temizliğin insan ve toplum sağlığı için önemini fark eder.,"Davranış değiştirme, Gözlem yoluyla öğrenme, Değer belirginleştirme, Değer analizi yaklaşımı, Ahlaki muhakeme/ikilem, Eylem öğrenme, Karakter eğitimi, Tartışma, Soru cevap, Rol oynama, Drama, Örnek olay, Gezi gözlem, İş birlikli öğrenme, Yaparak yaşayarak öğrenme, Eğitsel oyun, Görsel film yorumlama, Proje tabanlı öğrenme"
D18,TEMİZLİK,"Kişisel temizlik ve bakıma dikkat ederek kendisine ve topluma saygı duymayı, yaşadığı ortamın ve çevrenin temizliğine önem vererek toplumdaki genel yaşam kalitesine ve sürdürülebilirliğe katkıda bulunmayı kapsar.",D18.1,Kişisel temizlik ve bakımına önem vermek,D18.1.2,Beden temizliğini zamanında ve özenli yapmaya gayret eder.,"Davranış değiştirme, Gözlem yoluyla öğrenme, Değer belirginleştirme, Değer analizi yaklaşımı, Ahlaki muhakeme/ikilem, Eylem öğrenme, Karakter eğitimi, Tartışma, Soru cevap, Rol oynama, Drama, Örnek olay, Gezi gözlem, İş birlikli öğrenme, Yaparak yaşayarak öğrenme, Eğitsel oyun, Görsel film yorumlama, Proje tabanlı öğrenme"
D18,TEMİZLİK,"Kişisel temizlik ve bakıma dikkat ederek kendisine ve topluma saygı duymayı, yaşadığı ortamın ve çevrenin temizliğine önem vererek toplumdaki genel yaşam kalitesine ve sürdürülebilirliğe katkıda bulunmayı kapsar.",D18.1,Kişisel temizlik ve bakımına önem vermek,D18.1.3,Kılık kıyafetinin temiz ve düzgün olmasına dikkat eder.,"Davranış değiştirme, Gözlem yoluyla öğrenme, Değer belirginleştirme, Değer analizi yaklaşımı, Ahlaki muhakeme/ikilem, Eylem öğrenme, Karakter eğitimi, Tartışma, Soru cevap, Rol oynama, Drama, Örnek olay, Gezi gözlem, İş birlikli öğrenme, Yaparak yaşayarak öğrenme, Eğitsel oyun, Görsel film yorumlama, Proje tabanlı öğrenme"
D18,TEMİZLİK,"Kişisel temizlik ve bakıma dikkat ederek kendisine ve topluma saygı duymayı, yaşadığı ortamın ve çevrenin temizliğine önem vererek toplumdaki genel yaşam kalitesine ve sürdürülebilirliğe katkıda bulunmayı kapsar.",D18.1,Kişisel temizlik ve bakımına önem vermek,D18.1.4,Tükettiği ürünlerin temiz ve sağlıklı olmasına özen gösterir.,"Davranış değiştirme, Gözlem yoluyla öğrenme, Değer belirginleştirme, Değer analizi yaklaşımı, Ahlaki muhakeme/ikilem, Eylem öğrenme, Karakter eğitimi, Tartışma, Soru cevap, Rol oynama, Drama, Örnek olay, Gezi gözlem, İş birlikli öğrenme, Yaparak yaşayarak öğrenme, Eğitsel oyun, Görsel film yorumlama, Proje tabanlı öğrenme"
D18,TEMİZLİK,"Kişisel temizlik ve bakıma dikkat ederek kendisine ve topluma saygı duymayı, yaşadığı ortamın ve çevrenin temizliğine önem vererek toplumdaki genel yaşam kalitesine ve sürdürülebilirliğe katkıda bulunmayı kapsar.",D18.2,Yaşadığı ortamın temizliğine dikkat etmek,D18.2.1,Uygun temizleme araç ve yöntemlerini kullanır.,"Davranış değiştirme, Gözlem yoluyla öğrenme, Değer belirginleştirme, Değer analizi yaklaşımı, Ahlaki muhakeme/ikilem, Eylem öğrenme, Karakter eğitimi, Tartışma, Soru cevap, Rol oynama, Drama, Örnek olay, Gezi gözlem, İş birlikli öğrenme, Yaparak yaşayarak öğrenme, Eğitsel oyun, Görsel film yorumlama, Proje tabanlı öğrenme"
